NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES	GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES		117	0.4015241	1.2515105	0.1754386	0.62234926	1.0	5266	tags=38%, list=26%, signal=52%	
GO_TRNA_BINDING	GO_TRNA_BINDING		39	0.5735116	1.250423	0.30245748	0.62111694	1.0	3825	tags=51%, list=19%, signal=63%	
GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_S_S_BONDS	GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_S_S_BONDS		18	0.496469	1.249566	0.22701688	0.6188415	1.0	4125	tags=39%, list=20%, signal=49%	
GO_LIGAND_DEPENDENT_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY	GO_LIGAND_DEPENDENT_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY		51	0.35315114	1.2492702	0.20809248	0.6149629	1.0	4367	tags=31%, list=21%, signal=40%	
GO_STRUCTURE_SPECIFIC_DNA_BINDING	GO_STRUCTURE_SPECIFIC_DNA_BINDING		109	0.40479517	1.2485051	0.21821631	0.6128081	1.0	4105	tags=30%, list=20%, signal=38%	
GO_GROWTH_FACTOR_RECEPTOR_BINDING	GO_GROWTH_FACTOR_RECEPTOR_BINDING		125	0.42410886	1.2484032	0.13988657	0.608548	1.0	3099	tags=29%, list=15%, signal=34%	
GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS		40	0.5200224	1.247695	0.28820115	0.60614306	1.0	5813	tags=60%, list=29%, signal=84%	
GO_PRE_MRNA_BINDING	GO_PRE_MRNA_BINDING		22	0.513338	1.2471001	0.22222222	0.6033243	1.0	4121	tags=45%, list=20%, signal=57%	
GO_AMINOPEPTIDASE_ACTIVITY	GO_AMINOPEPTIDASE_ACTIVITY		39	0.47603667	1.2470975	0.12133072	0.59888804	1.0	4534	tags=46%, list=22%, signal=59%	
GO_SNORNA_BINDING	GO_SNORNA_BINDING		23	0.5915006	1.2448622	0.26824817	0.601356	1.0	2024	tags=35%, list=10%, signal=39%	
GO_CALMODULIN_BINDING	GO_CALMODULIN_BINDING		177	0.34864122	1.2429789	0.106299214	0.60325605	1.0	3781	tags=26%, list=19%, signal=32%	
GO_METALLOENDOPEPTIDASE_ACTIVITY	GO_METALLOENDOPEPTIDASE_ACTIVITY		105	0.42447743	1.2416376	0.1349353	0.6030791	1.0	3247	tags=26%, list=16%, signal=30%	
GO_CORE_PROMOTER_BINDING	GO_CORE_PROMOTER_BINDING		143	0.3173019	1.2413869	0.1743295	0.5995074	1.0	4478	tags=31%, list=22%, signal=39%	
GO_REPRESSING_TRANSCRIPTION_FACTOR_BINDING	GO_REPRESSING_TRANSCRIPTION_FACTOR_BINDING		54	0.35122505	1.2398818	0.16159695	0.6001103	1.0	3654	tags=30%, list=18%, signal=36%	
GO_DNA_SECONDARY_STRUCTURE_BINDING	GO_DNA_SECONDARY_STRUCTURE_BINDING		21	0.66214687	1.2396895	0.20722434	0.5963702	1.0	2872	tags=48%, list=14%, signal=55%	
GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	GO_PROTEIN_TYROSINE_KINASE_ACTIVITY		167	0.35410807	1.239039	0.08745247	0.5941754	1.0	2804	tags=22%, list=14%, signal=25%	
GO_PROLINE_RICH_REGION_BINDING	GO_PROLINE_RICH_REGION_BINDING		18	0.46713892	1.238671	0.19502868	0.5912873	1.0	1432	tags=28%, list=7%, signal=30%	
GO_PROTEIN_COMPLEX_SCAFFOLD	GO_PROTEIN_COMPLEX_SCAFFOLD		60	0.35191664	1.236686	0.19521913	0.5928256	1.0	3198	tags=30%, list=16%, signal=35%	
GO_RNA_METHYLTRANSFERASE_ACTIVITY	GO_RNA_METHYLTRANSFERASE_ACTIVITY		37	0.4859311	1.2359874	0.2509804	0.5907869	1.0	4044	tags=38%, list=20%, signal=47%	
GO_ISOMERASE_ACTIVITY	GO_ISOMERASE_ACTIVITY		137	0.39722064	1.2332302	0.19186047	0.594635	1.0	2895	tags=25%, list=14%, signal=29%	
GO_NUCLEASE_ACTIVITY	GO_NUCLEASE_ACTIVITY		178	0.4163105	1.2323283	0.26418787	0.5934479	1.0	4371	tags=35%, list=21%, signal=44%	
GO_ESTROGEN_RECEPTOR_BINDING	GO_ESTROGEN_RECEPTOR_BINDING		38	0.4104503	1.2322961	0.26452905	0.5895309	1.0	3859	tags=34%, list=19%, signal=42%	
GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING		69	0.4097046	1.2286966	0.16862746	0.5961584	1.0	2538	tags=26%, list=12%, signal=30%	
GO_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	GO_LYSINE_N_METHYLTRANSFERASE_ACTIVITY		44	0.33644155	1.2286552	0.162	0.59232223	1.0	4327	tags=30%, list=21%, signal=37%	
GO_HISTONE_ACETYLTRANSFERASE_BINDING	GO_HISTONE_ACETYLTRANSFERASE_BINDING		28	0.41712123	1.2281865	0.17450981	0.58970046	1.0	5209	tags=43%, list=26%, signal=58%	
GO_TASTE_RECEPTOR_ACTIVITY	GO_TASTE_RECEPTOR_ACTIVITY		29	0.5549015	1.2247343	0.272	0.5955779	1.0	6380	tags=62%, list=31%, signal=90%	
GO_NUCLEOSOME_BINDING	GO_NUCLEOSOME_BINDING		40	0.40874013	1.2237551	0.294347	0.5946364	1.0	3547	tags=28%, list=17%, signal=33%	
GO_ACTIN_BINDING	GO_ACTIN_BINDING		366	0.32043222	1.2237223	0.16085272	0.5909079	1.0	3752	tags=24%, list=18%, signal=29%	
GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS	GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS		18	0.6207586	1.2194366	0.2475442	0.5993973	1.0	3084	tags=39%, list=15%, signal=46%	
GO_PROTEIN_TRANSPORTER_ACTIVITY	GO_PROTEIN_TRANSPORTER_ACTIVITY		90	0.4067225	1.2187134	0.2637571	0.59754163	1.0	3705	tags=34%, list=18%, signal=42%	
GO_GUANYL_NUCLEOTIDE_BINDING	GO_GUANYL_NUCLEOTIDE_BINDING		349	0.30234763	1.2173092	0.13645224	0.5977076	1.0	4484	tags=29%, list=22%, signal=36%	
GO_HISTONE_BINDING	GO_HISTONE_BINDING		157	0.40377042	1.2171552	0.21606119	0.5943933	1.0	4295	tags=40%, list=21%, signal=50%	
GO_HYALURONIC_ACID_BINDING	GO_HYALURONIC_ACID_BINDING		21	0.496044	1.2166979	0.19193858	0.59192806	1.0	478	tags=14%, list=2%, signal=15%	
GO_GAMMA_TUBULIN_BINDING	GO_GAMMA_TUBULIN_BINDING		21	0.46590504	1.216351	0.21022727	0.5891769	1.0	3915	tags=48%, list=19%, signal=59%	
GO_HISTONE_KINASE_ACTIVITY	GO_HISTONE_KINASE_ACTIVITY		18	0.64525616	1.2153865	0.24719101	0.5883136	1.0	2933	tags=50%, list=14%, signal=58%	
GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY		112	0.33860436	1.2122536	0.2417154	0.5937818	1.0	4386	tags=32%, list=22%, signal=41%	
GO_PYRIDOXAL_PHOSPHATE_BINDING	GO_PYRIDOXAL_PHOSPHATE_BINDING		43	0.3853408	1.2071447	0.1764706	0.604521	1.0	5375	tags=37%, list=26%, signal=50%	
GO_RNA_POLYMERASE_CORE_ENZYME_BINDING	GO_RNA_POLYMERASE_CORE_ENZYME_BINDING		19	0.51125854	1.2065973	0.3015873	0.6021516	1.0	5622	tags=63%, list=28%, signal=87%	
GO_PROTEIN_METHYLTRANSFERASE_ACTIVITY	GO_PROTEIN_METHYLTRANSFERASE_ACTIVITY		67	0.31304967	1.2057555	0.19569471	0.6008659	1.0	4386	tags=28%, list=22%, signal=36%	
GO_TRNA_METHYLTRANSFERASE_ACTIVITY	GO_TRNA_METHYLTRANSFERASE_ACTIVITY		18	0.53109825	1.2046335	0.28653845	0.6001412	1.0	6567	tags=67%, list=32%, signal=98%	
GO_LRR_DOMAIN_BINDING	GO_LRR_DOMAIN_BINDING		15	0.47339025	1.2031205	0.24385633	0.6009116	1.0	3822	tags=47%, list=19%, signal=57%	
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING		101	0.26804683	1.2018427	0.17073171	0.601101	1.0	3759	tags=26%, list=18%, signal=31%	
GO_METAL_CLUSTER_BINDING	GO_METAL_CLUSTER_BINDING		59	0.42817372	1.1985469	0.2706767	0.6064373	1.0	2288	tags=24%, list=11%, signal=27%	
GO_GTPASE_ACTIVITY	GO_GTPASE_ACTIVITY		222	0.29954618	1.197764	0.19615385	0.6051269	1.0	4076	tags=27%, list=20%, signal=33%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		16	0.5751991	1.1959583	0.26819924	0.60681087	1.0	1824	tags=31%, list=9%, signal=34%	
GO_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING	GO_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING		19	0.4704899	1.195776	0.26027396	0.6038571	1.0	3770	tags=42%, list=19%, signal=52%	
GO_TBP_CLASS_PROTEIN_BINDING	GO_TBP_CLASS_PROTEIN_BINDING		20	0.46974856	1.1956108	0.26974952	0.60099554	1.0	4469	tags=45%, list=22%, signal=58%	
GO_SINGLE_STRANDED_DNA_BINDING	GO_SINGLE_STRANDED_DNA_BINDING		76	0.52364224	1.1954663	0.3509434	0.5979796	1.0	5088	tags=54%, list=25%, signal=72%	
GO_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY		128	0.47448748	1.1948359	0.24746451	0.5964627	1.0	3548	tags=30%, list=17%, signal=37%	
GO_MAP_KINASE_KINASE_KINASE_ACTIVITY	GO_MAP_KINASE_KINASE_KINASE_ACTIVITY		19	0.43970808	1.1943277	0.25413224	0.59436184	1.0	2758	tags=37%, list=14%, signal=43%	
GO_HSP70_PROTEIN_BINDING	GO_HSP70_PROTEIN_BINDING		26	0.48006976	1.1907625	0.251938	0.6006867	1.0	3859	tags=38%, list=19%, signal=47%	
GO_BINDING_BRIDGING	GO_BINDING_BRIDGING		166	0.29708233	1.1895177	0.16833667	0.6006824	1.0	4246	tags=29%, list=21%, signal=36%	
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY		75	0.39163888	1.1863291	0.21917808	0.60575914	1.0	4480	tags=40%, list=22%, signal=51%	
GO_ENHANCER_BINDING	GO_ENHANCER_BINDING		88	0.24422665	1.18626	0.23956443	0.6026043	1.0	4189	tags=25%, list=21%, signal=31%	
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS		220	0.313734	1.1847718	0.22736031	0.60348636	1.0	4948	tags=34%, list=24%, signal=44%	
GO_SUMO_TRANSFERASE_ACTIVITY	GO_SUMO_TRANSFERASE_ACTIVITY		15	0.46677515	1.1843501	0.30350193	0.6013671	1.0	1949	tags=40%, list=10%, signal=44%	
GO_FATTY_ACYL_COA_BINDING	GO_FATTY_ACYL_COA_BINDING		30	0.4309722	1.1798506	0.27162978	0.6107617	1.0	3724	tags=37%, list=18%, signal=45%	
GO_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING	GO_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING		96	0.30653694	1.1785944	0.20309478	0.61090446	1.0	3878	tags=26%, list=19%, signal=32%	
GO_DNA_POLYMERASE_ACTIVITY	GO_DNA_POLYMERASE_ACTIVITY		33	0.4454204	1.1774505	0.3111546	0.6105216	1.0	2940	tags=27%, list=14%, signal=32%	
GO_PDZ_DOMAIN_BINDING	GO_PDZ_DOMAIN_BINDING		86	0.31844905	1.1771654	0.21843687	0.60808045	1.0	4029	tags=30%, list=20%, signal=38%	
GO_TRANSLATION_INITIATION_FACTOR_BINDING	GO_TRANSLATION_INITIATION_FACTOR_BINDING		24	0.4117922	1.177139	0.25381678	0.60490334	1.0	2124	tags=17%, list=10%, signal=19%	
GO_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	GO_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY		38	0.37887523	1.1762116	0.23062016	0.6041616	1.0	4498	tags=32%, list=22%, signal=40%	
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS		43	0.5579536	1.1742753	0.37573385	0.60576814	1.0	4605	tags=53%, list=23%, signal=69%	
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING		66	0.31211746	1.1737659	0.19881889	0.60386384	1.0	1959	tags=17%, list=10%, signal=18%	
GO_4_IRON_4_SULFUR_CLUSTER_BINDING	GO_4_IRON_4_SULFUR_CLUSTER_BINDING		38	0.45345604	1.171029	0.32523364	0.60766405	1.0	2288	tags=29%, list=11%, signal=33%	
GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY		280	0.30819365	1.1703284	0.22427984	0.6064079	1.0	2917	tags=22%, list=14%, signal=25%	
GO_DIOXYGENASE_ACTIVITY	GO_DIOXYGENASE_ACTIVITY		77	0.36120686	1.1693096	0.218	0.6059221	1.0	2401	tags=19%, list=12%, signal=22%	
GO_MICROTUBULE_MOTOR_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY		74	0.56395894	1.1688124	0.29124236	0.6041095	1.0	4311	tags=47%, list=21%, signal=60%	
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS		177	0.3291415	1.1687694	0.29558542	0.6011266	1.0	4414	tags=29%, list=22%, signal=37%	
GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY		15	0.43178338	1.1656058	0.3181818	0.60589504	1.0	1756	tags=20%, list=9%, signal=22%	
GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY		26	0.39700007	1.1590341	0.27579737	0.619998	1.0	628	tags=12%, list=3%, signal=12%	
GO_GTP_DEPENDENT_PROTEIN_BINDING	GO_GTP_DEPENDENT_PROTEIN_BINDING		17	0.44844604	1.1564331	0.32684824	0.62390256	1.0	2166	tags=24%, list=11%, signal=26%	
GO_CELL_ADHESION_MOLECULE_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING		172	0.35321265	1.156426	0.1852552	0.6207986	1.0	3027	tags=24%, list=15%, signal=28%	
GO_AMINO_ACID_BINDING	GO_AMINO_ACID_BINDING		101	0.3196059	1.1560831	0.19960861	0.61873	1.0	3564	tags=24%, list=18%, signal=29%	
GO_LIPID_TRANSPORTER_ACTIVITY	GO_LIPID_TRANSPORTER_ACTIVITY		97	0.3193669	1.1560253	0.2421875	0.6158751	1.0	2470	tags=16%, list=12%, signal=19%	
GO_ION_CHANNEL_BINDING	GO_ION_CHANNEL_BINDING		106	0.31825957	1.1521895	0.25095057	0.62256914	1.0	3027	tags=21%, list=15%, signal=24%	
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING		43	0.3454	1.1520357	0.26404494	0.6198981	1.0	4673	tags=35%, list=23%, signal=45%	
GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY	GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY		117	0.37344778	1.1508142	0.33592233	0.6198673	1.0	4624	tags=37%, list=23%, signal=47%	
GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING	GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING		24	0.38377646	1.1464146	0.25343812	0.628216	1.0	3314	tags=33%, list=16%, signal=40%	
GO_ENDODEOXYRIBONUCLEASE_ACTIVITY	GO_ENDODEOXYRIBONUCLEASE_ACTIVITY		44	0.48941448	1.145938	0.3250478	0.62646073	1.0	2442	tags=34%, list=12%, signal=39%	
GO_NADP_BINDING	GO_NADP_BINDING		41	0.3903296	1.1442946	0.2739726	0.62753356	1.0	2335	tags=22%, list=11%, signal=25%	
GO_RAC_GTPASE_BINDING	GO_RAC_GTPASE_BINDING		37	0.32899106	1.1431328	0.32108316	0.6275001	1.0	4159	tags=32%, list=20%, signal=41%	
GO_TRANSLATION_REGULATOR_ACTIVITY	GO_TRANSLATION_REGULATOR_ACTIVITY		30	0.28602538	1.1421547	0.28143713	0.62679374	1.0	4936	tags=27%, list=24%, signal=35%	
GO_COENZYME_BINDING	GO_COENZYME_BINDING		169	0.33804846	1.1396569	0.27862597	0.6299994	1.0	2771	tags=22%, list=14%, signal=25%	
GO_PHOSPHOLIPASE_BINDING	GO_PHOSPHOLIPASE_BINDING		17	0.45256206	1.139005	0.31212723	0.6286112	1.0	5067	tags=47%, list=25%, signal=63%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		34	0.44489554	1.1384034	0.30635837	0.62725854	1.0	5795	tags=53%, list=28%, signal=74%	
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY		333	0.26215142	1.1375736	0.18181819	0.6262659	1.0	4750	tags=30%, list=23%, signal=38%	
GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY	GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY		206	0.25047314	1.1363759	0.23238096	0.6262691	1.0	4054	tags=23%, list=20%, signal=29%	
GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM	GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM		32	0.3913074	1.1358624	0.30769232	0.6247106	1.0	5924	tags=44%, list=29%, signal=62%	
GO_NUCLEOTIDE_KINASE_ACTIVITY	GO_NUCLEOTIDE_KINASE_ACTIVITY		24	0.38262275	1.1355407	0.23715416	0.6225825	1.0	5137	tags=54%, list=25%, signal=72%	
GO_DAMAGED_DNA_BINDING	GO_DAMAGED_DNA_BINDING		61	0.42956823	1.1325681	0.37037036	0.62732387	1.0	2879	tags=31%, list=14%, signal=36%	
GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY		26	0.44021848	1.131631	0.3468992	0.6267748	1.0	2940	tags=27%, list=14%, signal=31%	
GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY		20	0.42082006	1.1306459	0.30273438	0.6262684	1.0	621	tags=15%, list=3%, signal=15%	
GO_DEOXYRIBONUCLEASE_ACTIVITY	GO_DEOXYRIBONUCLEASE_ACTIVITY		58	0.4321015	1.1302687	0.34774438	0.62437385	1.0	2442	tags=28%, list=12%, signal=31%	
GO_EXOPEPTIDASE_ACTIVITY	GO_EXOPEPTIDASE_ACTIVITY		94	0.36967248	1.1285322	0.28313252	0.6261164	1.0	4890	tags=39%, list=24%, signal=52%	
GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY		28	0.33727974	1.1279225	0.2944664	0.62454176	1.0	3758	tags=29%, list=18%, signal=35%	
GO_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY		48	0.38425392	1.1271951	0.3013972	0.62347865	1.0	2240	tags=25%, list=11%, signal=28%	
GO_CHANNEL_INHIBITOR_ACTIVITY	GO_CHANNEL_INHIBITOR_ACTIVITY		34	0.31133205	1.1262122	0.27878788	0.6234245	1.0	3397	tags=24%, list=17%, signal=28%	
GO_ENDONUCLEASE_ACTIVITY	GO_ENDONUCLEASE_ACTIVITY		109	0.37143734	1.1207657	0.35673624	0.6339769	1.0	2582	tags=21%, list=13%, signal=24%	
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		69	0.3403244	1.1206971	0.31384015	0.6313067	1.0	5924	tags=43%, list=29%, signal=61%	
GO_GDP_BINDING	GO_GDP_BINDING		48	0.34815443	1.1205838	0.3256705	0.6288284	1.0	5378	tags=46%, list=26%, signal=62%	
GO_DYNEIN_BINDING	GO_DYNEIN_BINDING		25	0.4822621	1.1197627	0.37574553	0.62796015	1.0	5239	tags=52%, list=26%, signal=70%	
GO_PEPTIDASE_ACTIVATOR_ACTIVITY	GO_PEPTIDASE_ACTIVATOR_ACTIVITY		35	0.35632062	1.1176996	0.2889734	0.63061374	1.0	4000	tags=34%, list=20%, signal=43%	
GO_ADP_BINDING	GO_ADP_BINDING		29	0.4302175	1.1161367	0.35238096	0.6313229	1.0	1614	tags=21%, list=8%, signal=22%	
GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY		15	0.58437896	1.1149818	0.35728157	0.63141376	1.0	5588	tags=67%, list=27%, signal=92%	
GO_ATPASE_BINDING	GO_ATPASE_BINDING		69	0.28379482	1.1148787	0.2637571	0.62893385	1.0	2250	tags=16%, list=11%, signal=18%	
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING		17	0.39699537	1.1147715	0.32038835	0.62648314	1.0	1706	tags=18%, list=8%, signal=19%	
GO_TRANSLATION_REPRESSOR_ACTIVITY	GO_TRANSLATION_REPRESSOR_ACTIVITY		17	0.3278727	1.1128694	0.32695985	0.6284127	1.0	1349	tags=12%, list=7%, signal=13%	
GO_ENDOPEPTIDASE_ACTIVITY	GO_ENDOPEPTIDASE_ACTIVITY		375	0.27299735	1.1124673	0.22905028	0.6266242	1.0	2656	tags=16%, list=13%, signal=18%	
GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING	GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING		19	0.36758742	1.1113552	0.33667335	0.6266252	1.0	1099	tags=16%, list=5%, signal=17%	
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	GO_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY		16	0.45713273	1.1113448	0.32945737	0.62402266	1.0	3454	tags=44%, list=17%, signal=53%	
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS		18	0.5138435	1.1110327	0.36158192	0.6222087	1.0	4560	tags=39%, list=22%, signal=50%	
GO_SNRNA_BINDING	GO_SNRNA_BINDING		29	0.4146736	1.1105726	0.3553398	0.62073755	1.0	3804	tags=38%, list=19%, signal=47%	
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES		80	0.24210799	1.1096549	0.26946107	0.6201014	1.0	4260	tags=25%, list=21%, signal=31%	
GO_RIBONUCLEASE_ACTIVITY	GO_RIBONUCLEASE_ACTIVITY		84	0.35638648	1.1086217	0.40337712	0.62015826	1.0	5543	tags=39%, list=27%, signal=54%	
GO_RETINOID_X_RECEPTOR_BINDING	GO_RETINOID_X_RECEPTOR_BINDING		16	0.42880127	1.1063503	0.32884616	0.62299186	1.0	5049	tags=50%, list=25%, signal=66%	
GO_HSP90_PROTEIN_BINDING	GO_HSP90_PROTEIN_BINDING		24	0.44388282	1.1043177	0.36078432	0.6252451	1.0	5008	tags=46%, list=25%, signal=61%	
GO_RECEPTOR_SIGNALING_PROTEIN_ACTIVITY	GO_RECEPTOR_SIGNALING_PROTEIN_ACTIVITY		163	0.25861093	1.1041224	0.28423238	0.6231835	1.0	4000	tags=26%, list=20%, signal=32%	
GO_PHOSPHATIDYLCHOLINE_BINDING	GO_PHOSPHATIDYLCHOLINE_BINDING		18	0.35407096	1.1028689	0.3241107	0.6236963	1.0	1099	tags=11%, list=5%, signal=12%	
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING		49	0.2965681	1.0994858	0.29038462	0.62860864	1.0	5232	tags=29%, list=26%, signal=38%	
GO_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_DNA_BINDING	GO_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_DNA_BINDING		60	0.2621394	1.0989319	0.29553902	0.6273211	1.0	4478	tags=28%, list=22%, signal=36%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_2_OXOGLUTARATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_EACH_OF_OXYGEN_INTO_BOTH_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_2_OXOGLUTARATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_EACH_OF_OXYGEN_INTO_BOTH_DONORS		37	0.3551365	1.0932163	0.3466934	0.6377627	1.0	2401	tags=22%, list=12%, signal=24%	
GO_BETA_TUBULIN_BINDING	GO_BETA_TUBULIN_BINDING		35	0.30546302	1.0904977	0.35757574	0.64158404	1.0	3680	tags=23%, list=18%, signal=28%	
